fecha,marca,zona,tipo_cristal,instalacion_ipc
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,146708.83798865887
2024-02-01,FIAT,CABA,Parabrisas,75324.3117024293
2024-02-01,FIAT,CORD_TUC_STAFE,Parabrisas,82291.81053490403
2024-02-01,FIAT,Rosario,Parabrisas,82291.81054420165
2024-02-01,FIAT,TIERRA DEL FUEGO,Parabrisas,147635.65093676146
2024-02-01,FORD,CABA,Parabrisas,74898.08140630425
2024-02-01,FORD,CORD_TUC_STAFE,Parabrisas,81826.15393638739
2024-02-01,FORD,Rosario,Parabrisas,81826.15394563241
2024-02-01,FORD,TIERRA DEL FUEGO,Parabrisas,146800.23955635633
2024-02-01,PEUGEOT,CABA,Parabrisas,74689.60264996
2024-02-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,81598.3908950813
2024-02-01,PEUGEOT,Rosario,Parabrisas,81598.3909043006
2024-02-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,146391.62119392163
2024-02-01,RENAULT,CABA,Parabrisas,73748.41095114204
2024-02-01,RENAULT,CORD_TUC_STAFE,Parabrisas,80570.1389641227
2024-02-01,RENAULT,Rosario,Parabrisas,80570.1389732258
2024-02-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,144546.8854642384
2024-02-01,TOYOTA,CABA,Parabrisas,74745.3198855696
2024-02-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,81659.2619749848
2024-02-01,TOYOTA,Rosario,Parabrisas,81659.26198421096
2024-02-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,146500.82697571642
2024-02-01,VOLKSWAGEN,CABA,Parabrisas,75266.4213518171
2024-02-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,82228.5653268602
2024-02-01,VOLKSWAGEN,Rosario,Parabrisas,82228.56533615068
2024-02-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,147522.18584956156
2024-03-01,CHEVROLET,CABA,Parabrisas,74170.62892517512
2024-03-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,81031.4121007538
2024-03-01,CHEVROLET,Rosario,Parabrisas,81031.41208499054
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,145374.43269334323
2024-03-01,FIAT,CABA,Parabrisas,74639.19169343913
2024-03-01,FIAT,CORD_TUC_STAFE,Parabrisas,81543.31692508225
2024-03-01,FIAT,Rosario,Parabrisas,81543.31690921941
2024-03-01,FIAT,TIERRA DEL FUEGO,Parabrisas,146292.81571914072
2024-03-01,FORD,CABA,Parabrisas,74216.83821872422
2024-03-01,FORD,CORD_TUC_STAFE,Parabrisas,81081.89575395621
2024-03-01,FORD,Rosario,Parabrisas,81081.89573818313
2024-03-01,FORD,TIERRA DEL FUEGO,Parabrisas,145465.00290869948
2024-03-01,PEUGEOT,CABA,Parabrisas,74017.31615866089
2024-03-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,80863.91790333703
2024-03-01,PEUGEOT,Rosario,Parabrisas,80863.91788760634
2024-03-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,145073.93967097535
2024-03-01,RENAULT,CABA,Parabrisas,73077.62470919848
2024-03-01,RENAULT,CORD_TUC_STAFE,Parabrisas,79837.30499479934
2024-03-01,RENAULT,Rosario,Parabrisas,79837.30497926839
2024-03-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,143232.14443002903
2024-03-01,TOYOTA,CABA,Parabrisas,74704.93311012573
2024-03-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,81615.13942281235
2024-03-01,TOYOTA,Rosario,Parabrisas,81615.13940693553
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,146421.6688958464
2024-03-01,VOLKSWAGEN,CABA,Parabrisas,74581.82789045326
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,81480.64697032019
2024-03-01,VOLKSWAGEN,Rosario,Parabrisas,81480.64695446954
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,146180.3826652884
2024-05-01,CHEVROLET,CABA,Parabrisas,69543.01191915268
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,75975.7405216743
2024-05-01,CHEVROLET,Rosario,Parabrisas,75975.74052911889
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,136304.30336153923
2024-05-01,FIAT,CABA,Parabrisas,69980.1474176375
2024-05-01,FIAT,CORD_TUC_STAFE,Parabrisas,76453.31105376898
2024-05-01,FIAT,Rosario,Parabrisas,76453.31106126035
2024-05-01,FIAT,TIERRA DEL FUEGO,Parabrisas,137161.0889385695
2024-05-01,FORD,CABA,Parabrisas,69587.15111660286
2024-05-01,FORD,CORD_TUC_STAFE,Parabrisas,76023.96259488864
2024-05-01,FORD,Rosario,Parabrisas,76023.96260233794
2024-05-01,FORD,TIERRA DEL FUEGO,Parabrisas,136390.8161885416
2024-05-01,PEUGEOT,CABA,Parabrisas,69403.46446406237
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,75823.28492698816
2024-05-01,PEUGEOT,Rosario,Parabrisas,75823.28493441778
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,136030.79034956224
2024-05-01,RENAULT,CABA,Parabrisas,68516.05482391664
2024-05-01,RENAULT,CORD_TUC_STAFE,Parabrisas,74853.78989512894
2024-05-01,RENAULT,Rosario,Parabrisas,74853.78990246357
2024-05-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,134291.4674548766
2024-05-01,TOYOTA,CABA,Parabrisas,70041.78519702381
2024-05-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,76520.65032774852
2024-05-01,TOYOTA,Rosario,Parabrisas,76520.65033524648
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,137281.89898616663
2024-05-01,VOLKSWAGEN,CABA,Parabrisas,69926.3643139046
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,76394.55301294079
2024-05-01,VOLKSWAGEN,Rosario,Parabrisas,76394.5530204264
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,137055.67405525304
2024-07-01,CHEVROLET,CABA,Parabrisas,68397.20029549279
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,74723.94132282586
2024-07-01,CHEVROLET,Rosario,Parabrisas,74723.94134029058
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,134058.51257916586
2024-07-01,FIAT,CABA,Parabrisas,69227.37469256634
2024-07-01,FIAT,CORD_TUC_STAFE,Parabrisas,75630.90685162872
2024-07-01,FIAT,Rosario,Parabrisas,75630.90686930541
2024-07-01,FIAT,TIERRA DEL FUEGO,Parabrisas,135685.65439743001
2024-07-01,FORD,CABA,Parabrisas,68440.61224222285
2024-07-01,FORD,CORD_TUC_STAFE,Parabrisas,74771.36887462846
2024-07-01,FORD,Rosario,Parabrisas,74771.36889210426
2024-07-01,FORD,TIERRA DEL FUEGO,Parabrisas,134143.59999475678
2024-07-01,PEUGEOT,CABA,Parabrisas,68259.95206633018
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,74573.99763246572
2024-07-01,PEUGEOT,Rosario,Parabrisas,74573.99764989538
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,133789.50605000716
2024-07-01,RENAULT,CABA,Parabrisas,67387.16365486819
2024-07-01,RENAULT,CORD_TUC_STAFE,Parabrisas,73620.47629294348
2024-07-01,RENAULT,Rosario,Parabrisas,73620.4763101503
2024-07-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,132078.84076354164
2024-07-01,TOYOTA,CABA,Parabrisas,68887.7556345145
2024-07-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,75259.87303070708
2024-07-01,TOYOTA,Rosario,Parabrisas,75259.87304829706
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,135020.0010436484
2024-07-01,VOLKSWAGEN,CABA,Parabrisas,69319.082537775
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,75731.0976725192
2024-07-01,VOLKSWAGEN,Rosario,Parabrisas,75731.09769021929
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,135865.40177403903
2024-10-01,CHEVROLET,CABA,Parabrisas,67974.42698444308
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,74262.06148050407
2024-10-01,CHEVROLET,Rosario,Parabrisas,74262.06148053962
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,133229.87688950845
2024-10-01,FIAT,CABA,Parabrisas,68783.48815221286
2024-10-01,FIAT,CORD_TUC_STAFE,Parabrisas,75145.96080629254
2024-10-01,FIAT,Rosario,Parabrisas,75145.96080632851
2024-10-01,FIAT,TIERRA DEL FUEGO,Parabrisas,134815.63677833718
2024-10-01,FORD,CABA,Parabrisas,68015.48512788316
2024-10-01,FORD,CORD_TUC_STAFE,Parabrisas,74306.91750221235
2024-10-01,FORD,Rosario,Parabrisas,74306.91750224792
2024-10-01,FORD,TIERRA DEL FUEGO,Parabrisas,133310.35085065098
2024-10-01,PEUGEOT,CABA,Parabrisas,67835.94714445395
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,74110.77225531594
2024-10-01,PEUGEOT,Rosario,Parabrisas,74110.77225535143
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,132958.45640312976
2024-10-01,RENAULT,CABA,Parabrisas,66968.58016343565
2024-10-01,RENAULT,CORD_TUC_STAFE,Parabrisas,73163.17382855344
2024-10-01,RENAULT,Rosario,Parabrisas,73163.17382858846
2024-10-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,131258.41712033385
2024-10-01,TOYOTA,CABA,Parabrisas,68099.12624369169
2024-10-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,74398.29542123318
2024-10-01,TOYOTA,Rosario,Parabrisas,74398.2954212688
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,133474.2874376357
2024-10-01,VOLKSWAGEN,CABA,Parabrisas,68668.73202345788
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,75020.58973562774
2024-10-01,VOLKSWAGEN,Rosario,Parabrisas,75020.58973566366
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,134590.71476597743
2025-01-01,CHEVROLET,CABA,Parabrisas,63218.95971575573
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,69066.71348946315
2025-01-01,CHEVROLET,Rosario,Parabrisas,69066.71347664889
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,123909.16104288124
2025-01-01,FIAT,CABA,Parabrisas,63965.17867641307
2025-01-01,FIAT,CORD_TUC_STAFE,Parabrisas,69881.95770398129
2025-01-01,FIAT,Rosario,Parabrisas,69881.95769101576
2025-01-01,FIAT,TIERRA DEL FUEGO,Parabrisas,125371.75020576963
2025-01-01,FORD,CABA,Parabrisas,63257.14544576176
2025-01-01,FORD,CORD_TUC_STAFE,Parabrisas,69108.43139949472
2025-01-01,FORD,Rosario,Parabrisas,69108.43138667272
2025-01-01,FORD,TIERRA DEL FUEGO,Parabrisas,123984.00507369306
2025-01-01,PEUGEOT,CABA,Parabrisas,63101.13641290631
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,68937.99153110015
2025-01-01,PEUGEOT,Rosario,Parabrisas,68937.99151830978
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,123678.2273692964
2025-01-01,RENAULT,CABA,Parabrisas,62302.045009960486
2025-01-01,RENAULT,CORD_TUC_STAFE,Parabrisas,68064.98417338185
2025-01-01,RENAULT,Rosario,Parabrisas,68064.98416075345
2025-01-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,122112.00821952257
2025-01-01,TOYOTA,CABA,Parabrisas,63336.82450724995
2025-01-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,69195.48077417057
2025-01-01,TOYOTA,Rosario,Parabrisas,69195.48076133242
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,124140.17603420992
2025-01-01,VOLKSWAGEN,CABA,Parabrisas,64005.544218606934
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,69926.05705882808
2025-01-01,VOLKSWAGEN,Rosario,Parabrisas,69926.0570458544
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,125450.8666684696
2025-04-01,CHEVROLET,CABA,Parabrisas,63123.566006154666
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,68962.49586172398
2025-04-01,CHEVROLET,Rosario,Parabrisas,68962.49586172398
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,123722.18937206313
2025-04-01,FIAT,CABA,Parabrisas,63863.029467829605
2025-04-01,FIAT,CORD_TUC_STAFE,Parabrisas,69770.35969360384
2025-04-01,FIAT,Rosario,Parabrisas,69770.35969360384
2025-04-01,FIAT,TIERRA DEL FUEGO,Parabrisas,125171.537756946
2025-04-01,FORD,CABA,Parabrisas,63156.12693102857
2025-04-01,FORD,CORD_TUC_STAFE,Parabrisas,68998.06867214873
2025-04-01,FORD,Rosario,Parabrisas,68998.06867214873
2025-04-01,FORD,TIERRA DEL FUEGO,Parabrisas,123786.00878481599
2025-04-01,PEUGEOT,CABA,Parabrisas,63301.50242898218
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,69156.89140366303
2025-04-01,PEUGEOT,Rosario,Parabrisas,69156.89140366303
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,124070.94476080505
2025-04-01,RENAULT,CABA,Parabrisas,62237.82570505273
2025-04-01,RENAULT,CORD_TUC_STAFE,Parabrisas,67994.82458277012
2025-04-01,RENAULT,Rosario,Parabrisas,67994.82458277012
2025-04-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,121986.13838190335
2025-04-01,TOYOTA,CABA,Parabrisas,63560.35438128309
2025-04-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,69439.68716155179
2025-04-01,TOYOTA,Rosario,Parabrisas,69439.68716155179
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,124578.29458731484
2025-04-01,VOLKSWAGEN,CABA,Parabrisas,64088.5287097585
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,70016.71761541117
2025-04-01,VOLKSWAGEN,Rosario,Parabrisas,70016.71761541117
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,125613.51627112665
2023-12-01,CHEVROLET,CABA,Puerta,27478.61025143088
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Puerta,30020.381699688223
2023-12-01,CHEVROLET,Rosario,Puerta,30020.381698404566
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,53858.07609280448
2023-12-01,FIAT,CABA,Puerta,27478.61025143088
2023-12-01,FIAT,CORD_TUC_STAFE,Puerta,30020.381699688223
2023-12-01,FIAT,Rosario,Puerta,30020.381698404566
2023-12-01,FIAT,TIERRA DEL FUEGO,Puerta,53858.076092804484
2023-12-01,FORD,CABA,Puerta,27478.61025143088
2023-12-01,FORD,CORD_TUC_STAFE,Puerta,30020.381699688223
2023-12-01,FORD,Rosario,Puerta,30020.38169840457
2023-12-01,FORD,TIERRA DEL FUEGO,Puerta,53858.076092804484
2023-12-01,PEUGEOT,CABA,Puerta,27478.610251430877
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Puerta,30020.381699688227
2023-12-01,PEUGEOT,Rosario,Puerta,30020.381698404566
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,53858.076092804484
2023-12-01,RENAULT,CABA,Puerta,27478.61025143088
2023-12-01,RENAULT,CORD_TUC_STAFE,Puerta,30020.381699688223
2023-12-01,RENAULT,Rosario,Puerta,30020.381698404566
2023-12-01,RENAULT,TIERRA DEL FUEGO,Puerta,53858.076092804484
2023-12-01,TOYOTA,CABA,Puerta,27478.61025143088
2023-12-01,TOYOTA,CORD_TUC_STAFE,Puerta,30020.381699688223
2023-12-01,TOYOTA,Rosario,Puerta,30020.381698404562
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Puerta,53858.076092804484
2023-12-01,VOLKSWAGEN,CABA,Puerta,27478.61025143088
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,30020.381699688223
2023-12-01,VOLKSWAGEN,Rosario,Puerta,30020.381698404566
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,53858.076092804484
2024-02-01,CHEVROLET,CABA,Puerta,21929.07318441141
2024-02-01,CHEVROLET,CORD_TUC_STAFE,Puerta,23957.512453969463
2024-02-01,CHEVROLET,Rosario,Puerta,23957.512456676268
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,42980.98344144635
2024-02-01,FIAT,CABA,Puerta,21929.07318441141
2024-02-01,FIAT,CORD_TUC_STAFE,Puerta,23957.512453969463
2024-02-01,FIAT,Rosario,Puerta,23957.512456676268
2024-02-01,FIAT,TIERRA DEL FUEGO,Puerta,42980.98344144635
2024-02-01,FORD,CABA,Puerta,21929.07318441141
2024-02-01,FORD,CORD_TUC_STAFE,Puerta,23957.512453969463
2024-02-01,FORD,Rosario,Puerta,23957.512456676268
2024-02-01,FORD,TIERRA DEL FUEGO,Puerta,42980.98344144635
2024-02-01,PEUGEOT,CABA,Puerta,21929.07318441141
2024-02-01,PEUGEOT,CORD_TUC_STAFE,Puerta,23957.512453969463
2024-02-01,PEUGEOT,Rosario,Puerta,23957.512456676268
2024-02-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,42980.98344144635
2024-02-01,RENAULT,CABA,Puerta,21929.07318441141
2024-02-01,RENAULT,CORD_TUC_STAFE,Puerta,23957.512453969463
2024-02-01,RENAULT,Rosario,Puerta,23957.512456676268
2024-02-01,RENAULT,TIERRA DEL FUEGO,Puerta,42980.98344144635
2024-02-01,TOYOTA,CABA,Puerta,21929.07318441141
2024-02-01,TOYOTA,CORD_TUC_STAFE,Puerta,23957.51245396946
2024-02-01,TOYOTA,Rosario,Puerta,23957.512456676268
2024-02-01,TOYOTA,TIERRA DEL FUEGO,Puerta,42980.98344144634
2024-02-01,VOLKSWAGEN,CABA,Puerta,21929.07318441141
2024-02-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,23957.512453969463
2024-02-01,VOLKSWAGEN,Rosario,Puerta,23957.512456676268
2024-02-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,42980.98344144635
2024-03-01,CHEVROLET,CABA,Puerta,23309.950688159133
2024-03-01,CHEVROLET,CORD_TUC_STAFE,Puerta,25466.121126813865
2024-03-01,CHEVROLET,Rosario,Puerta,25466.12112185987
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,45687.50334879191
2024-03-01,FIAT,CABA,Puerta,23309.950688159133
2024-03-01,FIAT,CORD_TUC_STAFE,Puerta,25466.121126813865
2024-03-01,FIAT,Rosario,Puerta,25466.12112185987
2024-03-01,FIAT,TIERRA DEL FUEGO,Puerta,45687.50334879191
2024-03-01,FORD,CABA,Puerta,23309.950688159133
2024-03-01,FORD,CORD_TUC_STAFE,Puerta,25466.121126813865
2024-03-01,FORD,Rosario,Puerta,25466.12112185987
2024-03-01,FORD,TIERRA DEL FUEGO,Puerta,45687.50334879191
2024-03-01,PEUGEOT,CABA,Puerta,23309.950688159133
2024-03-01,PEUGEOT,CORD_TUC_STAFE,Puerta,25466.12112681386
2024-03-01,PEUGEOT,Rosario,Puerta,25466.12112185987
2024-03-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,45687.503348791906
2024-03-01,RENAULT,CABA,Puerta,23309.950688159133
2024-03-01,RENAULT,CORD_TUC_STAFE,Puerta,25466.121126813865
2024-03-01,RENAULT,Rosario,Puerta,25466.12112185987
2024-03-01,RENAULT,TIERRA DEL FUEGO,Puerta,45687.50334879191
2024-03-01,TOYOTA,CABA,Puerta,23309.950688159133
2024-03-01,TOYOTA,CORD_TUC_STAFE,Puerta,25466.121126813865
2024-03-01,TOYOTA,Rosario,Puerta,25466.12112185987
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Puerta,45687.50334879191
2024-03-01,VOLKSWAGEN,CABA,Puerta,23309.950688159133
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,25466.12112681387
2024-03-01,VOLKSWAGEN,Rosario,Puerta,25466.12112185987
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,45687.50334879191
2024-05-01,CHEVROLET,CABA,Puerta,22410.033907715635
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Puerta,24482.962044179327
2024-05-01,CHEVROLET,Rosario,Puerta,24482.96204657832
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-05-01,FIAT,CABA,Puerta,22410.033907715635
2024-05-01,FIAT,CORD_TUC_STAFE,Puerta,24482.962044179327
2024-05-01,FIAT,Rosario,Puerta,24482.96204657832
2024-05-01,FIAT,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-05-01,FORD,CABA,Puerta,22410.033907715635
2024-05-01,FORD,CORD_TUC_STAFE,Puerta,24482.962044179327
2024-05-01,FORD,Rosario,Puerta,24482.96204657832
2024-05-01,FORD,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-05-01,PEUGEOT,CABA,Puerta,22410.033907715635
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Puerta,24482.96204417933
2024-05-01,PEUGEOT,Rosario,Puerta,24482.96204657832
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-05-01,RENAULT,CABA,Puerta,22410.033907715635
2024-05-01,RENAULT,CORD_TUC_STAFE,Puerta,24482.962044179327
2024-05-01,RENAULT,Rosario,Puerta,24482.96204657832
2024-05-01,RENAULT,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-05-01,TOYOTA,CABA,Puerta,22410.033907715635
2024-05-01,TOYOTA,CORD_TUC_STAFE,Puerta,24482.962044179327
2024-05-01,TOYOTA,Rosario,Puerta,24482.96204657832
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-05-01,VOLKSWAGEN,CABA,Puerta,22410.033907715635
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,24482.962044179327
2024-05-01,VOLKSWAGEN,Rosario,Puerta,24482.96204657832
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,43923.66645912263
2024-07-01,CHEVROLET,CABA,Puerta,22040.79943498493
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Puerta,24079.573382721035
2024-07-01,CHEVROLET,Rosario,Puerta,24079.573388348985
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,43199.96689257047
2024-07-01,FIAT,CABA,Puerta,22040.79943498493
2024-07-01,FIAT,CORD_TUC_STAFE,Puerta,24079.573382721035
2024-07-01,FIAT,Rosario,Puerta,24079.573388348985
2024-07-01,FIAT,TIERRA DEL FUEGO,Puerta,43199.96689257047
2024-07-01,FORD,CABA,Puerta,22040.79943498493
2024-07-01,FORD,CORD_TUC_STAFE,Puerta,24079.57338272104
2024-07-01,FORD,Rosario,Puerta,24079.57338834898
2024-07-01,FORD,TIERRA DEL FUEGO,Puerta,43199.96689257047
2024-07-01,PEUGEOT,CABA,Puerta,22040.79943498493
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Puerta,24079.573382721035
2024-07-01,PEUGEOT,Rosario,Puerta,24079.573388348985
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,43199.96689257047
2024-07-01,RENAULT,CABA,Puerta,22040.79943498493
2024-07-01,RENAULT,CORD_TUC_STAFE,Puerta,24079.573382721035
2024-07-01,RENAULT,Rosario,Puerta,24079.573388348985
2024-07-01,RENAULT,TIERRA DEL FUEGO,Puerta,43199.96689257047
2024-07-01,TOYOTA,CABA,Puerta,22040.799434984932
2024-07-01,TOYOTA,CORD_TUC_STAFE,Puerta,24079.573382721035
2024-07-01,TOYOTA,Rosario,Puerta,24079.573388348985
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Puerta,43199.96689257046
2024-07-01,VOLKSWAGEN,CABA,Puerta,22040.79943498493
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,24079.573382721035
2024-07-01,VOLKSWAGEN,Rosario,Puerta,24079.573388348985
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,43199.96689257047
2024-10-01,CHEVROLET,CABA,Puerta,22302.14290384674
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Puerta,24365.091122452555
2024-10-01,CHEVROLET,Rosario,Puerta,24365.091122464222
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,43712.200091539606
2024-10-01,FIAT,CABA,Puerta,22302.14290384674
2024-10-01,FIAT,CORD_TUC_STAFE,Puerta,24365.091122452555
2024-10-01,FIAT,Rosario,Puerta,24365.091122464222
2024-10-01,FIAT,TIERRA DEL FUEGO,Puerta,43712.200091539606
2024-10-01,FORD,CABA,Puerta,22302.14290384674
2024-10-01,FORD,CORD_TUC_STAFE,Puerta,24365.09112245255
2024-10-01,FORD,Rosario,Puerta,24365.091122464222
2024-10-01,FORD,TIERRA DEL FUEGO,Puerta,43712.200091539606
2024-10-01,PEUGEOT,CABA,Puerta,22302.142903846736
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Puerta,24365.091122452555
2024-10-01,PEUGEOT,Rosario,Puerta,24365.091122464222
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,43712.200091539606
2024-10-01,RENAULT,CABA,Puerta,22302.14290384674
2024-10-01,RENAULT,CORD_TUC_STAFE,Puerta,24365.091122452555
2024-10-01,RENAULT,Rosario,Puerta,24365.091122464222
2024-10-01,RENAULT,TIERRA DEL FUEGO,Puerta,43712.200091539606
2024-10-01,TOYOTA,CABA,Puerta,23322.99783668242
2024-10-01,TOYOTA,CORD_TUC_STAFE,Puerta,25480.375136575538
2024-10-01,TOYOTA,Rosario,Puerta,25480.37513658774
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Puerta,45713.07575989755
2024-10-01,VOLKSWAGEN,CABA,Puerta,22561.371235106137
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,24648.29807435345
2024-10-01,VOLKSWAGEN,Rosario,Puerta,24648.298074365248
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,44220.28762080803
2025-01-01,CHEVROLET,CABA,Puerta,20741.892743516535
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Puerta,22660.51782229181
2025-01-01,CHEVROLET,Rosario,Puerta,22660.517818087505
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,40654.109777292404
2025-01-01,FIAT,CABA,Puerta,20741.892743516535
2025-01-01,FIAT,CORD_TUC_STAFE,Puerta,22660.51782229181
2025-01-01,FIAT,Rosario,Puerta,22660.517818087505
2025-01-01,FIAT,TIERRA DEL FUEGO,Puerta,40654.109777292404
2025-01-01,FORD,CABA,Puerta,20741.892743516535
2025-01-01,FORD,CORD_TUC_STAFE,Puerta,22660.51782229181
2025-01-01,FORD,Rosario,Puerta,22660.517818087505
2025-01-01,FORD,TIERRA DEL FUEGO,Puerta,40654.109777292404
2025-01-01,PEUGEOT,CABA,Puerta,20741.892743516535
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Puerta,22660.517822291815
2025-01-01,PEUGEOT,Rosario,Puerta,22660.5178180875
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,40654.109777292404
