nro_siniestro_gw,nro_situacion,id._publico_exposicion,codigo_plan_cobertura,plan_cobertura,nombre_exposicion,cobertura_principal,codigo_tipo_transaccion,usuario_creador,monto_transaccion,fecha_pago,tipo_vehiculo,grupo_tipo_vehiculo_alternativo,marca_vehiculo,modelo_vehiculo,año_mes_fecha_pago,usd_blue,ipc_factor,pago_ipc,pago_usd
4-3040125,1,cc:280240,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,ESEGOVIA,6254597.0,2024-02-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,LOGAN,2024-02-01,1081.3541666666667,2.295388975,14356732.996868074,5784.041152104806
4-3040125,1,cc:280240,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,6254597.0,2024-02-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,LOGAN,2024-02-01,1081.3541666666667,2.295388975,14356732.996868074,5784.041152104806
4-3044658,1,cc:261840,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MMORIN,10951000.0,2023-12-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,LOGAN,2023-12-01,965.5263157894736,3.135142436,34332944.816636,11342.00054510766
4-3044658,1,cc:261840,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,RBORDIGN,10951000.0,2023-12-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,LOGAN,2023-12-01,965.5263157894736,3.135142436,34332944.816636,11342.00054510766
4-3044658,1,cc:261840,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MIJUNCOS,10951000.0,2023-12-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,LOGAN,2023-12-01,965.5263157894736,3.135142436,34332944.816636,11342.00054510766
4-3055403,1,cc:156653,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MIGONZAL,4133594.0,2024-01-31,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CLASSIC,2024-01-01,1141.8,2.599313993,10744508.725580841,3620.2434752145737
4-3055403,1,cc:156653,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,4133594.0,2024-01-31,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CLASSIC,2024-01-01,1141.8,2.599313993,10744508.725580841,3620.2434752145737
4-3066973,1,cc:180062,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MPUCHEU,12880.0,2024-09-23,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,MERIVA,2024-09-01,1243.2692307692307,1.555277207,20031.97042616,10.359783449342615
4-3069129,1,cc:184330,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,8092112.0,2023-12-19,JEEP/CAM.FAM,JEEPS,TOYOTA,SW4,2023-12-01,965.5263157894736,3.135142436,25369923.728064835,8381.037230853093
4-3069129,1,cc:184330,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MIGONZAL,8092112.0,2023-12-19,JEEP/CAM.FAM,JEEPS,TOYOTA,SW4,2023-12-01,965.5263157894736,3.135142436,25369923.728064835,8381.037230853093
4-3069814,1,cc:329181,30,PLAN PRIVILEGIO L2 (EX 30),(5) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FLIBERAT,6029585.0,2024-05-16,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,MONDEO,2024-05-01,1119.5833333333333,1.823769812,10996575.101888021,5385.561592854485
4-3070638,1,cc:288862,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,2981646.0,2024-02-14,P GI H/1000Kg,PICK UPS,VOLKSWAGEN,CADDY,2024-02-01,1081.3541666666667,2.295388975,6844037.35575285,2757.3260379539543
4-3070638,1,cc:288862,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SVIGNA,2981646.0,2024-02-14,P GI H/1000Kg,PICK UPS,VOLKSWAGEN,CADDY,2024-02-01,1081.3541666666667,2.295388975,6844037.35575285,2757.3260379539543
4-3072472,1,cc:191630,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,NLESCANO,3954437.0,2023-12-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CLASSIC,2023-12-01,965.5263157894736,3.135142436,12397723.249188533,4095.6284001090216
4-3072472,1,cc:191630,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MDSALVAT,3954437.0,2023-12-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CLASSIC,2023-12-01,965.5263157894736,3.135142436,12397723.249188533,4095.6284001090216
4-3072472,1,cc:191630,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MPUCHEU,3954437.0,2023-12-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CLASSIC,2023-12-01,965.5263157894736,3.135142436,12397723.249188533,4095.6284001090216
4-3073618,1,cc:253575,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DDEBASTO,10665842.0,2023-12-20,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,ETIOS,2023-12-01,965.5263157894736,3.135142436,33438933.869871113,11046.661106568548
4-3073618,1,cc:253575,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,10665842.0,2023-12-20,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,ETIOS,2023-12-01,965.5263157894736,3.135142436,33438933.869871113,11046.661106568548
4-3077842,1,cc:202637,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ERUIZ,6529206.0,2023-12-05,P GI H/1000Kg,PICK UPS,FIAT,STRADA,2023-12-01,965.5263157894736,3.135142436,20469990.803985815,6762.328372853639
4-3077842,1,cc:202637,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,PDATRI,6529206.0,2023-12-05,P GI H/1000Kg,PICK UPS,FIAT,STRADA,2023-12-01,965.5263157894736,3.135142436,20469990.803985815,6762.328372853639
4-3081389,1,cc:262448,34,PLAN IGNIS L2 (EX 34),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,SKUNICIC,1816100.0,2024-01-03,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-01-01,1141.8,2.599313993,4720614.1426873,1590.558766859345
4-3082903,1,cc:213384,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MFERES,6253750.0,2023-12-28,JEEP/CAM.FAM,JEEPS,CHERY,TIGGO 2.0 COMFORT,2023-12-01,965.5263157894736,3.135142436,19606397.009135,6477.037339874625
4-3082903,1,cc:213384,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,6253750.0,2023-12-28,JEEP/CAM.FAM,JEEPS,CHERY,TIGGO 2.0 COMFORT,2023-12-01,965.5263157894736,3.135142436,19606397.009135,6477.037339874625
4-3083183,1,cc:214002,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,ERUIZ,64530.0,2024-01-04,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-01-01,1141.8,2.599313993,167733.73196829,56.516027325275886
4-3083280,1,cc:257095,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MAROMERO,15414324.29,2023-12-21,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,ETIOS,2023-12-01,965.5263157894736,3.135142436,48326102.20384457,15964.68582774598
4-3084550,1,cc:216515,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,8835080.0,2023-12-12,JEEP/CAM.FAM,JEEPS,TOYOTA,RAV,2023-12-01,965.5263157894736,3.135142436,27699234.233454883,9150.532570182611
4-3084908,1,cc:217122,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,6170880.0,2023-12-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,BERLINGO,2023-12-01,965.5263157894736,3.135142436,19346587.755463682,6391.208503679477
4-3085388,1,cc:217997,34,PLAN IGNIS L2 (EX 34),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,MFERES,4318000.0,2023-12-29,P GII +1000Kg,PICK UPS,CHEVROLET,LUV TFR54HDL 2.5 DIESEL C.DOBLE,2023-12-01,965.5263157894736,3.135142436,13537545.038648,4472.172254020169
4-3085594,1,cc:339873,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SKUNICIC,2960100.0,2024-05-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,SUZUKI,FUN,2024-05-01,1119.5833333333333,1.823769812,5398541.0205012,2643.930033494604
4-3085902,1,cc:259780,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MDSALVAT,3289769.0,2024-01-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,SUZUKI,FUN,2024-01-01,1141.8,2.599313993,8551142.595437616,2881.212997022246
4-3085902,1,cc:259780,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MIGONZAL,3289769.0,2024-01-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,SUZUKI,FUN,2024-01-01,1141.8,2.599313993,8551142.595437616,2881.212997022246
4-3086144,1,cc:335599,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,6607223.0,2024-04-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,BORA,2024-04-01,1004.75,1.899936419,12553303.606154438,6575.987061458074
4-3086144,1,cc:335599,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERRARI,6607223.0,2024-04-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,BORA,2024-04-01,1004.75,1.899936419,12553303.606154438,6575.987061458074
4-3086968,1,cc:277285,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,4124054.0,2024-01-23,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2024-01-01,1141.8,2.599313993,10719711.270087622,3611.888246628131
4-3087425,1,cc:253465,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,24130000.0,2023-12-15,JEEP/CAM.FAM,JEEPS,CHRYSLER,JEEP COMPASS,2023-12-01,965.5263157894736,3.135142436,75650986.98068,24991.55083128918
4-3088291,1,cc:223920,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,AFUNES,5537500.0,2024-04-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,MEGANE,2024-04-01,1004.75,1.899936419,10520897.9202125,5511.321224185121
4-3088291,1,cc:223920,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,5537500.0,2024-04-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,MEGANE,2024-04-01,1004.75,1.899936419,10520897.9202125,5511.321224185121
4-3088291,1,cc:223920,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,5537500.0,2024-04-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,MEGANE,2024-04-01,1004.75,1.899936419,10520897.9202125,5511.321224185121
4-3088606,1,cc:269012,30,PLAN PRIVILEGIO L2 (EX 30),(5) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVIVIANO,7467840.0,2024-01-11,JEEP/CAM.FAM,JEEPS,KIA,SORENTO,2024-01-01,1141.8,2.599313993,19411261.009485118,6540.409879138203
4-3089190,1,cc:225416,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MAROMERO,3151000.0,2023-12-28,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2023-12-01,965.5263157894736,3.135142436,9878833.815836001,3263.5050422458435
4-3089190,1,cc:225416,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MFERES,3151000.0,2023-12-28,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2023-12-01,965.5263157894736,3.135142436,9878833.815836001,3263.5050422458435
4-3089937,1,cc:226999,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,AFUNES,6876130.0,2023-12-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,FLUENCE,2023-12-01,965.5263157894736,3.135142436,21557646.958452683,7121.639138729899
4-3089937,1,cc:226999,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,6876130.0,2023-12-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,FLUENCE,2023-12-01,965.5263157894736,3.135142436,21557646.958452683,7121.639138729899
4-3089998,1,cc:273267,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,3822977.0,2024-01-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,206,2024-01-01,1141.8,2.599313993,9937117.61101716,3348.2019618146787
4-3089998,1,cc:273267,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DDEBASTO,3822977.0,2024-01-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,206,2024-01-01,1141.8,2.599313993,9937117.61101716,3348.2019618146787
4-3090601,1,cc:228713,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,4095019.0,2024-02-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,SIENA,2024-02-01,1081.3541666666667,2.295388975,9399661.465015525,3786.935979192756
4-3090601,1,cc:228713,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,UZACCO,4095019.0,2024-02-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,SIENA,2024-02-01,1081.3541666666667,2.295388975,9399661.465015525,3786.935979192756
4-3091279,1,cc:321650,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MDSALVAT,7000000.0,2024-04-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-04-01,1004.75,1.899936419,13299554.933,6966.9071908434935
4-3091333,1,cc:231185,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,4412130.0,2023-12-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FOCUS,2023-12-01,965.5263157894736,3.135142436,13832655.996148681,4569.663123466885
4-3091333,1,cc:231185,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,ERUIZ,4412130.0,2023-12-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FOCUS,2023-12-01,965.5263157894736,3.135142436,13832655.996148681,4569.663123466885
4-3092405,1,cc:250514,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DMECOLI,1584099.23,2023-12-18,JEEP/CAM.FAM,JEEPS,VOLKSWAGEN,TAOS,2023-12-01,965.5263157894736,3.135142436,4966376.718807925,1640.658782774598
4-3092405,1,cc:250514,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,HZALAZAR,1584099.23,2023-12-18,JEEP/CAM.FAM,JEEPS,VOLKSWAGEN,TAOS,2023-12-01,965.5263157894736,3.135142436,4966376.718807925,1640.658782774598
4-3092405,1,cc:250514,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FDHERRER,1584099.23,2023-12-18,JEEP/CAM.FAM,JEEPS,VOLKSWAGEN,TAOS,2023-12-01,965.5263157894736,3.135142436,4966376.718807925,1640.658782774598
4-3092490,1,cc:255080,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,2264700.0,2023-12-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,SIENA,2023-12-01,965.5263157894736,3.135142436,7100157.0748092,2345.560098119379
4-3092944,1,cc:232965,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,15400000.0,2023-12-14,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 4,2023-12-01,965.5263157894736,3.135142436,48281193.514400005,15949.85009539384
4-3092972,1,cc:273190,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVINCIGU,18045259.0,2024-01-17,JEEP/CAM.FAM,JEEPS,HONDA,HR-V EXL CVT,2024-01-01,1141.8,2.599313993,46905294.22600919,15804.220528989315
4-3092972,1,cc:273190,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SKUNICIC,18045259.0,2024-01-17,JEEP/CAM.FAM,JEEPS,HONDA,HR-V EXL CVT,2024-01-01,1141.8,2.599313993,46905294.22600919,15804.220528989315
4-3093090,1,cc:263504,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,MFERES,2575977.0,2024-01-03,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FIESTA,2024-01-01,1141.8,2.599313993,6695773.061746161,2256.066736731477
4-3093090,1,cc:263504,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,ESEGOVIA,2575977.0,2024-01-03,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FIESTA,2024-01-01,1141.8,2.599313993,6695773.061746161,2256.066736731477
4-3093091,1,cc:233172,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MDSALVAT,2531465.0,2024-01-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2024-01-01,1141.8,2.599313993,6580072.397289745,2217.0826764757403
4-3093141,1,cc:261600,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,5737000.0,2023-12-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,SONIC,2023-12-01,965.5263157894736,3.135142436,17986312.155332003,5941.8370128100305
4-3093167,1,cc:259620,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SKUNICIC,14880977.0,2023-12-28,JEEP/CAM.FAM,JEEPS,HONDA,HRV,2023-12-01,965.5263157894736,3.135142436,46653982.48183998,15412.295611883348
4-3093167,1,cc:259620,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DDEBASTO,14880977.0,2023-12-28,JEEP/CAM.FAM,JEEPS,HONDA,HRV,2023-12-01,965.5263157894736,3.135142436,46653982.48183998,15412.295611883348
4-3093303,1,cc:245651,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,5150000.0,2023-12-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,NISSAN,MARCH ACENTA,2023-12-01,965.5263157894736,3.135142436,16145983.545400001,5333.878440992096
4-3094120,1,cc:235068,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SKUNICIC,18950000.0,2023-12-29,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2023-12-01,965.5263157894736,3.135142436,59410949.162200004,19626.601253747616
4-3094393,1,cc:249024,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,PDATRI,16697167.02,2023-12-07,P GII +1000Kg,PICK UPS,FORD,RANGER,2023-12-01,965.5263157894736,3.135142436,52347996.88538166,17293.331882256745
4-3094393,1,cc:249024,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,AMONTOYA,16697167.02,2023-12-07,P GII +1000Kg,PICK UPS,FORD,RANGER,2023-12-01,965.5263157894736,3.135142436,52347996.88538166,17293.331882256745
4-3094393,1,cc:249024,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,HPATRITT,16697167.02,2023-12-07,P GII +1000Kg,PICK UPS,FORD,RANGER,2023-12-01,965.5263157894736,3.135142436,52347996.88538166,17293.331882256745
4-3094580,1,cc:271953,30,PLAN PRIVILEGIO L2 (EX 30),(5) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,19111000.0,2024-01-16,P GII +1000Kg,PICK UPS,FORD,RANGER,2024-01-01,1141.8,2.599313993,49675489.720223,16737.607286740236
4-3094609,1,cc:253503,34,PLAN IGNIS L2 (EX 34),(3) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,JGRIMBER,3421438.0,2023-12-20,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,KA,2023-12-01,965.5263157894736,3.135142436,10726695.46594297,3543.5989097846827
4-3094636,1,cc:239963,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,9161496.0,2023-12-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,ONIX,2023-12-01,965.5263157894736,3.135142436,28722594.88684426,9488.603107113655
4-3094636,1,cc:239963,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MIGONZAL,9161496.0,2023-12-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,ONIX,2023-12-01,965.5263157894736,3.135142436,28722594.88684426,9488.603107113655
4-3094676,1,cc:271642,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FLIBERAT,3298500.0,2024-01-15,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,207,2024-01-01,1141.8,2.599313993,8573837.2059105,2888.859695218077
4-3094738,1,cc:297515,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SKUNICIC,7300000.0,2024-02-27,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3,2024-02-01,1081.3541666666667,2.295388975,16756339.517499998,6750.794721125132
4-3094748,1,cc:260721,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVINCIGU,8711817.0,2023-12-28,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3,2023-12-01,965.5263157894736,3.135142436,27312787.171366215,9022.868520032707
4-3094748,1,cc:260721,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,8711817.0,2023-12-28,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3,2023-12-01,965.5263157894736,3.135142436,27312787.171366215,9022.868520032707
4-3094852,1,cc:292968,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVIVIANO,10400000.0,2024-02-28,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3 AIRCROSS,2024-02-01,1081.3541666666667,2.295388975,23872045.34,9617.570561602928
4-3094903,1,cc:261843,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,6450000.0,2023-12-29,P GI H/1000Kg,PICK UPS,PEUGEOT,PARTNER,2023-12-01,965.5263157894736,3.135142436,20221668.7122,6680.294358135732
4-3095049,1,cc:236717,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,8223000.0,2023-12-04,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3,2023-12-01,965.5263157894736,3.135142436,25780276.251228,8516.598528209322
4-3095104,1,cc:259227,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVIVIANO,2839660.0,2024-01-02,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-01-01,1141.8,2.599313993,7381167.97336238,2487.002977754423
4-3095432,1,cc:240968,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,5450000.0,2023-12-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,408,2023-12-01,965.5263157894736,3.135142436,17086526.2762,5644.5898064867815
4-3095537,1,cc:237464,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,ERUIZ,5422977.0,2023-12-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,QUBO,2023-12-01,965.5263157894736,3.135142436,17001805.322151974,5616.601962387572
