año,AUT,marca,modelo,Codigo Modelo La Segunda,prima_dev_hist,prima_dev_ipc,ar_t,ns_t,ns_t_nro_sin,is_t,is_t_ipc
2024,AUT,NISSAN,PRIMERA,NISSAN PRIMERA GXE 2.0 LUXURY AUT,243916,368549,2,0,0,0,0
2024,AUT,NISSAN,PRIMERA,NISSAN PRIMERA GXE 2.0,602024,955341,2,0,0,0,0
2024,AUT,NISSAN,KING CAB,NISSAN KING CAB,22906,48767,0,0,0,0,0
2024,AUT,NISSAN,SX,NISSAN 200 SX COUPE,838378,1334793,3,0,0,0,0
2024,AUT,NISSAN,NX,NISSAN NX COUPE,500699,812104,3,0,0,0,0
2024,AUT,NISSAN,NX,NISSAN NX COUPE TBR,0,0,0,0,0,0,0
2024,AUT,NISSAN,BLUEBIRD,NISSAN BLUEBIRD 1.8 FULL,0,0,0,0,0,0,0
2024,AUT,NISSAN,BLUEBIRD,NISSAN BLUEBIRD 2.0 FULL,0,0,0,0,0,0,0
2024,AUT,NISSAN,SERENA,NISSAN SERENA SLX 2.0,11190,25940,0,0,0,0,0
2024,AUT,NISSAN,SERENA,NISSAN SERENA SGX,33428,45797,0,0,0,0,0
2024,AUT,NISSAN,SERENA,NISSAN SERENA SLX 2.3 D,300029,478019,2,0,0,0,0
2024,AUT,NISSAN,AUTO,NISSAN (AUTOMOVIL),869201,1319143,5,0,0,0,0
2024,AUT,NISSAN,TERRANO,NISSAN TERRANO II 2.7 5 PTAS TDI LUXURY,964746,1539655,5,1,1,0,0
2024,AUT,NISSAN,TERRANO,NISSAN TERRANO II 3.3 V6,22545,30053,0,0,0,0,0
2024,AUT,NISSAN,TERRANO,NISSAN TERRANO II 2.7 3 PTAS TDI,251256,392741,2,0,0,0,0
2024,AUT,NISSAN,TERRANO,NISSAN TERRANO II 2.7 TD,359330,560791,2,0,0,0,0
2024,AUT,NISSAN,TERRANO,NISSAN TERRANO II 2.7 5 PTAS TDI,6044785,9712426,34,1,1,7053127,11755021
2024,AUT,NISSAN,TERRANO,NISSAN TERRANO II 2.4L SR,36061,64536,1,0,0,0,0
2024,AUT,NISSAN,ALTIMA,NISSAN ALTIMA 2.5 ADVANCE PURE MEDI TECH,0,0,0,0,0,0,0
2024,AUT,NISSAN,ALTIMA,NISSAN ALTIMA 2.5 ADVANCE PURE DRIVE,93259,123872,0,0,0,0,0
2024,AUT,NISSAN,NISSAN,NISSAN ALMERA,100477,161743,1,0,0,0,0
2024,AUT,NISSAN,NISSAN,NISSAN CABINA DOBLE 2.5 DIESEL,1528456,2329370,10,1,1,2799939,2900770
2024,AUT,NISSAN,NISSAN,NISSAN (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,NISSAN,NISSAN,NISSAN (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.3 SE,3013367,4782485,17,3,3,1788871,2381868
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.3 SE AUT,912163,1494343,4,1,1,672180,1112460
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.3 SE WIDE AUT,402728,652716,1,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 2.7 4X4 D,1443763,2280965,9,2,1,355960,355960
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.3 SE WIDE,1461043,2345917,6,1,1,24793,37977
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.3 SE WIDE LUX CU,124082,190018,1,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 2.4 4X4,3447908,5498701,19,2,2,106788,106788
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 2.7 4X4 TDI,1332117,2164633,7,1,1,2600000,4332696
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 2.5 DCI LE,3879454,6250253,10,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.3 SE WIDE LUX CU AUT,814467,1303316,2,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 2.4 4X2,932283,1529159,3,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.5 SE LUXURY,305934,510335,2,0,0,0,0
2024,AUT,NISSAN,PATHFINDER,NISSAN PATHFINDER 3.0 SE,3637766,5732195,19,0,0,0,0
2024,AUT,NISSAN,SUNNY,NISSAN SUNNY SLX 1.6 4 PTAS,225118,364035,1,0,0,0,0
2024,AUT,NISSAN,SUNNY,NISSAN SUNNY 1.5 DX,14787,25413,1,0,0,0,0
2024,AUT,NISSAN,GT-R,NISSAN GT-R,236046,377798,1,0,0,0,0
2024,AUT,NISSAN,FURGON,NISSAN TRADE 3.0 FURGON LARGO T/ALTO,198812,319460,1,0,0,0,0
2024,AUT,NISSAN,VANETTE,NISSAN VANETTE 2.0 FURGON,0,0,0,0,0,0,0
2024,AUT,NISSAN,MAXIMA,NISSAN MAXIMA GV 3.0,141688,225193,1,1,1,0,0
2024,AUT,NISSAN,MAXIMA,NISSAN MAXIMA GV 3.0 AUT,653,860,0,0,0,0,0
2024,AUT,NISSAN,Z 350,NISSAN 350 Z,991027,1599391,3,0,0,0,0
2024,AUT,NISSAN,TIIDA,NISSAN TIIDA 1.8 4 PTAS VISIA,19549921,31566049,65,9,7,9336953,15547355
2024,AUT,NISSAN,TIIDA,NISSAN TIIDA 1.8 5 PTAS TEKNA,145540914,231860793,377,162,111,125881405,159407849
2024,AUT,NISSAN,TIIDA,NISSAN TIIDA 1.8 5 PTAS ACENTA,59700219,95275951,161,76,49,67645023,90840283
2024,AUT,NISSAN,TIIDA,NISSAN TIIDA 1.8 5 PTAS VISIA,155391405,247664580,469,211,146,120622483,152047303
2024,AUT,NISSAN,TIIDA,NISSAN TIIDA 1.8 4 PTAS TEKNA,14799159,23489539,52,15,11,2829285,4079564
2024,AUT,NISSAN,TIIDA,NISSAN TIIDA 1.8 4 PTAS ACENTA,3598255,5748168,10,6,4,2219971,2668590
2024,AUT,NISSAN,ZX,NISSAN 300 ZX COUPE BITURBO,-15118,-28851,0,0,0,0,0
2024,AUT,NISSAN,LEAF,NISSAN LEAF e+,6628149,10760961,8,3,2,6313331,7667110
2024,AUT,NISSAN,TEANA,NISSAN TEANA 250 XV AUT XTRONIC,940422,1520608,3,0,0,0,0
2024,AUT,NISSAN,TEANA,NISSAN TEANA 350 XV AUT XTRONIC,464509,732845,1,0,0,0,0
2024,AUT,NISSAN,Z 370,NISSAN 370 Z AUT,3593919,5815743,3,0,0,0,0
2024,AUT,NISSAN,Z 370,NISSAN 370 Z,261808,421177,1,0,0,0,0
2024,AUT,NISSAN,AXXESS,NISSAN AXXESS,104629,166075,1,0,0,0,0
2024,AUT,JCB,3CX,JCB 3CX,0,0,0,0,0,0,0
2024,AUT,JCB,3CX,JCB 3CX,0,0,0,0,0,0,0
2024,AUT,JCB,JS,JCB JS130 LC,0,0,0,0,0,0,0
2024,AUT,JCB,JS,JCB JS220,0,0,0,0,0,0,0
2024,AUT,JCB,ZX,JCB 436 ZX,0,0,0,0,0,0,0
2024,AUT,JCB,ZX,JCB ZX 436,0,0,0,0,0,0,0
2024,AUT,JCB,ZX,JCB 422 ZX,0,0,0,0,0,0,0
2024,AUT,JCB,214,JCB 214 (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,JCB,214,JCB 214 (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,JCB,175,JCB 175,0,0,0,0,0,0,0
2024,AUT,JCB,TM,JCB TM 300,0,0,0,0,0,0,0
2024,AUT,JCB,TM,JCB TM 300,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 T5,7321382,11749144,8,7,4,2782687,3454208
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 T6 INSCRIPTION FWD,2695929,4310768,3,5,2,2757591,3450437
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 HIGH,555867,973727,1,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.5 T AUT,2926084,4683614,3,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 3.0 T6 AWD AUT R-DESIGN,1167234,1848009,1,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 T6 R DESIGN FWD,723816,1139635,2,1,1,1765900,2443730
2024,AUT,VOLVO,S 60,VOLVO S 60 2.4 D5 AUT,861788,1382080,2,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 HIGH,31864,75679,0,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 PREMIUM AUT,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 3.0 T6 AWD AUT PACK 3,2763965,4661179,4,2,2,1542149,3662687
2024,AUT,VOLVO,S 60,VOLVO S 60 3.0 T6 AWD AUT,689254,1105217,2,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.5 R AUT,13300,31590,0,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.4 AUT,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.4 D5,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 T6 MOMENTUM FWD,1454462,2287079,1,1,1,1884628,2771146
2024,AUT,VOLVO,S 60,VOLVO S 60 2.0 HIGH AUT,1403968,2288838,3,1,1,106788,106788
2024,AUT,VOLVO,S 60,VOLVO S 60 2.4,0,0,0,0,0,0,0
2024,AUT,VOLVO,VNL,VOLVO VNL 770,0,0,0,0,0,0,0
2024,AUT,VOLVO,VNL,VOLVO VNL 630,447742,667230,1,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 T6 R DESIGN,3255705,5041755,2,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 D5,1384665,2245586,1,2,2,4402790,6659221
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 T8 AWD,0,0,0,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 B6 AWD,0,0,0,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.9 T6 AUT,0,0,0,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 T6 HIGH LUXURY,4953662,7860272,3,1,1,5809293,10085029
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 D5 AWD MOMENTUM,6657457,10720881,3,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 4.4 V8 AUT,6031,12651,1,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.5 D5 AUT,451686,709501,2,1,1,1676169,1931547
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 T6 AWD MOMENTUM,0,0,0,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.4 D5 AUT LUXURY,1575586,2545606,3,5,2,9694556,13760946
2024,AUT,VOLVO,XC 90,VOLVO XC 90 2.0 T6 AWD INSCRIPTION,10332018,16652638,5,0,0,0,0
2024,AUT,VOLVO,XC 90,VOLVO XC 90 3.2 AUT,1188429,1823212,3,0,0,0,0
2024,AUT,VOLVO,XC 40,VOLVO XC 40 2.0 T5 AWD MOMENTUM,3964498,6548243,4,1,1,2116197,2859109
2024,AUT,VOLVO,XC 40,VOLVO XC 40 RECHARGE ULTIMATE P8,1492869,2028727,0,0,0,0,0
2024,AUT,VOLVO,XC 40,VOLVO XC 40 2.0 T4 AWD INSCRIPTION,547490,741809,0,0,0,0,0
2024,AUT,VOLVO,XC 40,VOLVO XC 40 2.0 B4  2WD,23198120,35741734,15,5,3,12511836,17307003
2024,AUT,VOLVO,XC 40,VOLVO XC 40 1.5 T5 AWD,386814,523907,0,0,0,0,0
2024,AUT,VOLVO,XC 40,VOLVO XC 40 2.0 T4 2WD KINETIC,12070068,19505339,11,1,1,106788,106788
2024,AUT,VOLVO,XC 40,VOLVO XC 40 2.0 T4 2WD MOMENTUM,10146626,16104133,9,2,2,3522444,5129149
2024,AUT,VOLVO,XC 40,VOLVO XC 40 2.0 T5 AWD R-DESIGN,10522805,17477718,8,3,3,3736948,6092087
2024,AUT,VOLVO,VOLVO,VOLVO (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,VOLVO,VOLVO,VOLVO EC 220 DL,0,0,0,0,0,0,0
2024,AUT,VOLVO,VOLVO,VOLVO (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,VOLVO,VOLVO,VOLVO MAQUINARIA,0,0,0,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.0,2181836,3493343,7,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.5 T5,190230,361106,1,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.4 PACK PREMIUM AUT,1184685,1907626,2,1,1,550000,916532
2024,AUT,VOLVO,C 30,VOLVO C 30 2.0 PACK PLUS L/10 AUT,272127,382292,0,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.0 PACK PLUS L/10,3505134,5827746,7,7,5,16058712,24851192
2024,AUT,VOLVO,C 30,VOLVO C 30 2.4 AUT,45543,96288,0,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.5 T5 AUT,1082706,1593502,2,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.0 PACK PLUS,1896024,3148616,4,1,1,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.4 PACK PREMIUM,513437,801873,1,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.5 T5 PACK PREMIUM L/10 AUT,689765,1063271,2,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.4,102828,205529,1,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.4 PACK PLUS AUT,735082,1192840,1,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.5 T5 PACK PREMIUM AUT,0,0,0,0,0,0,0
2024,AUT,VOLVO,C 30,VOLVO C 30 2.5 T5 PACK PREMIUM L/10,138503,305276,0,0,0,0,0
2024,AUT,VOLVO,G,VOLVO G 730 V (MOTONIVELADORA),0,0,0,0,0,0,0
2024,AUT,VOLVO,G,VOLVO G 720,0,0,0,0,0,0,0
2024,AUT,VOLVO,G,VOLVO G 730 V (MOTONIVELADORA),0,0,0,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.0 CONFORT,883348,1438411,4,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.0 L,6964293,11293873,14,4,2,3099407,3599194
2024,AUT,VOLVO,S 40,VOLVO S 40 1.8,467186,758018,2,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.5 T5 AUT,1451442,2301390,3,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.0 T,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.5 T5 AUT PACK PREMIUM,620507,1012305,1,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.0 T SE AUT,424306,676789,1,1,1,106788,106788
2024,AUT,VOLVO,S 40,VOLVO S 40 1.9 TD,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.4 AUT PACK PLUS,463289,724585,1,1,1,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.0 PACK 2 AUT,2286170,3657342,3,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.4 AUT,2423216,3922826,5,1,1,1321925,2024849
2024,AUT,VOLVO,S 40,VOLVO S 40 2.4,408162,656546,2,0,0,0,0
2024,AUT,VOLVO,S 40,VOLVO S 40 2.0 T4 AUT,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 70,VOLVO S 70 2.5 T,172234,268491,1,0,0,0,0
2024,AUT,VOLVO,S 70,VOLVO S 70 2.5 TDI,95377,153524,1,0,0,0,0
2024,AUT,VOLVO,V 70,VOLVO V 70 2.5 AWD,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 70,VOLVO V 70 2.5 T AUT,264686,424485,1,1,1,0,0
2024,AUT,VOLVO,V 70,VOLVO V 70 2.4,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 70,VOLVO V 70 3.2 AUT PACK PLUS,855631,1352404,1,0,0,0,0
2024,AUT,VOLVO,244,VOLVO 244 GLE,191149,299840,1,0,0,0,0
2024,AUT,VOLVO,244,VOLVO 244 GL,220088,359723,2,0,0,0,0
2024,AUT,VOLVO,780,VOLVO 780,105257,179542,1,0,0,0,0
2024,AUT,VOLVO,780,VOLVO 780,59896,81255,0,0,0,0,0
2024,AUT,VOLVO,740,VOLVO 740 GLE,14878,28598,0,0,0,0,0
2024,AUT,VOLVO,740,VOLVO 740 GL,181794,282693,1,0,0,0,0
2024,AUT,VOLVO,B,VOLVO B7 R (OMNIBUS),0,0,0,0,0,0,0
2024,AUT,VOLVO,CAMION,VOLVO CAMION SH12 420 4X2,0,0,0,0,0,0,0
2024,AUT,VOLVO,CAMION,VOLVO CAMION N 88,0,0,0,0,0,0,0
2024,AUT,VOLVO,CAMION,VOLVO CAMION 240 4X2,0,0,0,0,0,0,0
2024,AUT,VOLVO,CAMION,VOLVO CAMION 495,0,0,0,0,0,0,0
2024,AUT,VOLVO,CAMION,VOLVO (CAMION),321094,512791,1,0,0,0,0
2024,AUT,VOLVO,S 90,VOLVO S 90 2.0 T6 AWD INSCRIPTION,869053,1378907,1,0,0,0,0
2024,AUT,VOLVO,S 90,VOLVO S 90 3.0,0,0,0,0,0,0,0
2024,AUT,VOLVO,960,VOLVO 960 2.5,0,0,0,0,0,0,0
2024,AUT,VOLVO,960,VOLVO 960 3.0 FULL,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 T AUT,78314,108935,0,2,2,6773314,8911296
2024,AUT,VOLVO,V 40,VOLVO V 40 1.6 T4 LUXURY,1924747,3068006,4,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 T,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 T4 MOMENTUM,1988058,3194268,2,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 T4 INSCRIPTION,1981721,3199974,2,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 1.6 T4 HIGH,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 T4 CROSS COUNTRY INS. AWD,8527058,13784707,9,4,3,1430068,2370673
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 SE LUXURY TC,243102,384119,1,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 1.6 T4 LUXURY AUT,2780850,4455813,4,2,1,2368459,3277577
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 T4 COMFORT,773928,1235709,1,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 2.0 PERFORMANCE,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 1.8,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 40,VOLVO V 40 1.6 T4 XC CC HIGH LUXURY,0,0,0,0,0,0,0
2024,AUT,VOLVO,850,VOLVO 850 R 2.3 TURBO RURAL,146310,232584,1,0,0,0,0
2024,AUT,VOLVO,850,VOLVO 850 GLE 2.5,1652992,2625979,6,0,0,0,0
2024,AUT,VOLVO,850,VOLVO 850 GLE 2.5 RURAL,262673,419189,1,0,0,0,0
2024,AUT,VOLVO,850,VOLVO 850 GLT 2.5,262314,416730,1,0,0,0,0
2024,AUT,VOLVO,850,VOLVO 850 GLT 2.5 RURAL,329210,534445,2,0,0,0,0
2024,AUT,VOLVO,850,VOLVO 850 T5 2.3,224498,352880,1,0,0,0,0
2024,AUT,VOLVO,BL,VOLVO BL 70 B,0,0,0,0,0,0,0
2024,AUT,VOLVO,BL,VOLVO BL 60 B,0,0,0,0,0,0,0
2024,AUT,VOLVO,BL,VOLVO BL 60 B,0,0,0,0,0,0,0
2024,AUT,VOLVO,BL,VOLVO BL 70 B,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 50,VOLVO V 50 2.4 AUT,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 50,VOLVO V 50 2.4 AUT PACK PLUS,182626,302725,1,0,0,0,0
2024,AUT,VOLVO,V 50,VOLVO V 50 2.5 T5 AUT,127799,207606,1,0,0,0,0
2024,AUT,VOLVO,S 80,VOLVO S 80 2.9,501352,778613,1,0,0,0,0
2024,AUT,VOLVO,S 80,VOLVO S 80 3.2 AUT,860834,1349591,3,0,0,0,0
2024,AUT,VOLVO,S 80,VOLVO S 80 4.4 AUT V8 PACK LUXURY,0,0,0,0,0,0,0
2024,AUT,VOLVO,S 80,VOLVO S 80 2.8 T6 AUT,748080,1167436,2,0,0,0,0
2024,AUT,VOLVO,264,VOLVO 264 GLE,280493,445134,1,0,0,0,0
2024,AUT,VOLVO,760,VOLVO 760 GLE,223894,373646,1,0,0,0,0
2024,AUT,VOLVO,242,VOLVO 242 GL,283546,460355,2,0,0,0,0
2024,AUT,VOLVO,242,VOLVO 242 GL,40287,53364,0,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 3.0 T6 HIGH AUT,8066597,13007150,12,4,3,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T5 HIGH PLUS,5227244,8485913,7,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T5 MOMENTUM AWD,51451225,83996345,36,21,14,19869852,28342833
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 B5 AWD,4126912,5906337,2,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T6 INSCRIPTION GEAR. AWD,16843265,27541043,10,3,3,5899449,8434481
2024,AUT,VOLVO,XC 60,VOLVO XC 60 3.0 T6 PLUS AUT,15116160,24511922,17,6,5,5719428,9428810
2024,AUT,VOLVO,XC 60,VOLVO XC 60 3.0 T6 HIGH AUT LUXURY,7104203,11147763,8,4,1,2252389,2263296
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T5 HIGH,5777497,9229090,8,2,1,69104,88939
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T5 INSCRIPTION AWD,5243824,8424179,7,1,1,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 3.0 T6 PREMIUM,2229523,3545487,2,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T8 R-DESIGN PHEV HYBRID,3117167,4640759,1,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T,3161235,5198320,5,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T8 AWD RECHARGE L/24,1802345,2469028,1,0,0,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T PLUS AUT,2881534,4746571,5,2,1,0,0
2024,AUT,VOLVO,XC 60,VOLVO XC 60 2.0 T5 INSCRIPTION FWD,6826828,11300472,6,2,2,4579221,5147465
2024,AUT,VOLVO,XC 70,VOLVO XC 70 2.5 T AUT CROSS COUNTRY,820890,1299984,3,0,0,0,0
2024,AUT,VOLVO,XC 70,VOLVO XC 70 3.2 AUT,2615729,4111301,3,0,0,0,0
2024,AUT,VOLVO,240,VOLVO 240 SEDAN,210416,347840,1,0,0,0,0
2024,AUT,VOLVO,240,VOLVO 240 (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,VOLVO,240,VOLVO 240 COUPE BERTONE,174484,274536,1,0,0,0,0
2024,AUT,VOLVO,240,VOLVO 240 RURAL,227817,358392,1,0,0,0,0
2024,AUT,VOLVO,C 70,VOLVO C 70,0,0,0,0,0,0,0
2024,AUT,VOLVO,C 70,VOLVO C 70 T5 CABRIOLET AUT,118088,187381,1,0,0,0,0
2024,AUT,VOLVO,EX30,VOLVO EX30 CORE E40,0,0,0,0,0,0,0
2024,AUT,VOLVO,EX30,VOLVO EX30 CORE E60,0,0,0,0,0,0,0
2024,AUT,VOLVO,V 60,VOLVO V 60 3.0 T6 R-DESIGN,949336,1554792,2,0,0,0,0
2024,AUT,VOLVO,V 60,VOLVO V 60 3.0 T6 HIGH LUXURY,0,0,1,0,0,0,0
2024,AUT,VOLVO,G930,VOLVO G930,0,0,0,0,0,0,0
2024,AUT,VOLVO,G930,VOLVO G930,0,0,0,0,0,0,0
2024,AUT,VOLVO,940,VOLVO 940 2.3 T,1138563,1801665,5,1,1,0,0
2024,AUT,VOLVO,940,VOLVO 940 2.3 STATE RURAL,183179,256236,1,0,0,0,0
2024,AUT,VOLVO,C 40,VOLVO C 40 RECHARGE ULTIMATE P8,0,0,0,0,0,0,0
2024,AUT,VOLVO,245,VOLVO 245 GL RURAL,0,0,0,0,0,0,0
2024,AUT,VOLVO,AUTOMOVIL,VOLVO (AUTOMOVIL),1154682,2105665,4,0,0,0,0
2024,AUT,AGROCABINA,AGROCABINA,AGROCABINA (CASA RODANTE),62676,103518,1,0,0,0,0
2024,AUT,AGROCABINA,AGROCABINA,AGROCABINA,0,0,0,0,0,0,0
2024,AUT,ALUTRAIL,ALUTRAIL,ALUTRAIL,216377,339922,5,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 8500 CD,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE A 7500,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 8500,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 4100,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE MT 12.0 LE,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 13000 TCA,355189,564070,1,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 9200 TCE E-TRONIC,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 14000 S 4x2,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 6000 RD E-MEC,28812,48653,1,0,0,0,0
2024,AUT,AGRALE,AGRALE,DEUTZ AGRALE 7500 TCA,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 8500 TCA,123301,193373,1,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE MA 8.5,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 10000 S,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 7500 RD E-MEC CD,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE BX 6180,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE A 8700,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE (OTROS TRACTORES),0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 6000 RD,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 200,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE MT 15.0 LE,394618,609728,2,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE MT 13.0 LE V 4700,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 9200 TCA,0,0,0,0,0,0,0
2024,AUT,AGRALE,AGRALE,AGRALE 8500 TCE E-TRONIC,-449,-1037,0,0,0,0,0
